,carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
26854,1.29,4,61.745146555006194,58.0,6321,0,0,0,0,1,0,0,0,0,0,1,0,0
19710,0.7,3,62.6,57.0,2514,1,0,0,0,0,0,0,0,1,0,0,0,0
6704,0.92,5,61.8,57.0,3323,0,0,0,0,1,0,0,1,0,0,0,0,0
18131,0.55,5,61.1,56.0,1313,0,1,0,0,0,0,0,0,1,0,0,0,0
10391,0.71,4,62.0,59.0,2343,0,1,0,0,0,0,0,0,1,0,0,0,0
5549,0.56,5,61.2,56.0,1963,0,0,0,0,0,0,0,0,0,0,1,0,0
10862,1.5,2,61.745146555006194,56.0,5914,0,0,0,0,0,1,0,1,0,0,0,0,0
25196,1.02,3,60.2,62.0,5335,0,0,0,1,0,0,0,0,0,0,1,0,0
11879,0.81,3,63.5,55.0,3981,0,0,1,0,0,0,0,0,0,0,0,0,1
8528,1.16,4,62.5,58.0,6132,0,0,1,0,0,0,0,1,0,0,0,0,0
22733,0.39,5,62.3,54.0,787,0,0,0,0,1,0,0,0,0,0,0,0,1
15605,1.11,5,60.5,56.0,4755,0,0,1,0,0,0,0,0,1,0,0,0,0
2473,2.21,5,61.6,57.0,18062,0,0,0,0,1,0,0,1,0,0,0,0,0
897,0.43,5,60.9,57.0,1580,0,1,0,0,0,0,1,0,0,0,0,0,0
10451,1.11,4,61.6,60.0,4662,0,0,0,1,0,0,0,0,1,0,0,0,0
26597,1.3,2,57.1,63.0,6327,0,0,0,0,0,0,0,0,1,0,0,0,0
17387,0.7,4,62.9,58.0,2536,0,0,0,0,1,0,0,0,0,0,0,1,0
17705,0.3,5,62.2,56.0,515,0,0,0,0,1,0,0,0,0,0,0,0,1
8990,1.5,3,63.1,63.0,8702,0,1,0,0,0,0,0,0,1,0,0,0,0
25993,1.93,5,59.5,60.0,18306,0,1,0,0,0,0,0,1,0,0,0,0,0
18835,0.7,4,61.3,59.0,2423,0,1,0,0,0,0,0,1,0,0,0,0,0
10319,0.71,3,61.8,55.0,3461,0,1,0,0,0,0,0,0,0,0,0,1,0
22613,2.25,4,61.8,61.0,16004,0,0,0,0,0,1,0,1,0,0,0,0,0
11023,0.8,4,58.4,59.0,2016,0,0,0,0,0,1,0,1,0,0,0,0,0
13551,0.86,3,61.2,58.0,2905,0,0,0,0,1,0,0,0,0,1,0,0,0
5465,1.7,4,62.4,58.0,10910,0,0,0,0,1,0,0,0,0,0,1,0,0
17330,1.01,2,63.1,59.0,5999,0,0,1,0,0,0,0,0,0,0,1,0,0
3392,1.0,5,62.5,54.0,7648,0,0,1,0,0,0,0,0,0,1,0,0,0
14662,0.57,4,61.7,59.0,1176,0,1,0,0,0,0,0,0,1,0,0,0,0
15676,0.38,5,61.2,57.0,1289,0,0,0,0,0,0,0,0,0,0,0,0,1
21307,0.5,5,61.5,57.0,1746,1,0,0,0,0,0,0,0,0,0,1,0,0
21599,1.09,5,61.8,57.0,5904,0,0,0,0,1,0,0,0,0,0,1,0,0
20812,0.51,4,61.4,58.0,1619,0,1,0,0,0,0,0,0,0,0,1,0,0
9440,0.7,4,58.7,61.0,2842,0,1,0,0,0,0,0,0,0,0,1,0,0
20056,0.7,3,62.0,57.0,2808,0,1,0,0,0,0,0,0,0,1,0,0,0
22162,1.02,3,63.5,58.0,4004,0,0,0,1,0,0,0,0,1,0,0,0,0
23241,1.23,5,62.3,55.0,4773,0,0,0,0,1,0,0,0,1,0,0,0,0
16327,1.03,3,61.3,61.0,5800,1,0,0,0,0,0,0,0,0,0,1,0,0
16425,2.7,3,63.1,56.0,14341,0,0,0,1,0,0,0,0,1,0,0,0,0
22340,1.22,5,62.7,54.0,8014,0,0,0,1,0,0,0,0,0,0,0,0,1
11167,0.71,2,58.2,64.0,1902,0,0,1,0,0,0,0,0,1,0,0,0,0
2867,0.57,4,59.9,59.0,1689,0,1,0,0,0,0,0,0,0,1,0,0,0
12530,0.9,4,59.0,58.0,3841,0,0,1,0,0,0,0,0,0,0,1,0,0
175,0.34,3,60.4,61.0,686,0,0,1,0,0,0,0,0,0,1,0,0,0
24960,1.01,4,62.9,57.0,3750,0,0,1,0,0,0,0,0,1,0,0,0,0
25834,0.9,4,62.4,58.0,4309,0,0,0,1,0,0,0,0,0,1,0,0,0
11116,2.03,4,59.8,59.0,12844,0,0,0,0,1,0,0,1,0,0,0,0,0
20685,0.5,3,60.8,56.0,1758,0,0,0,0,0,0,0,0,0,0,1,0,0
23884,0.38,5,62.0,54.0,796,0,1,0,0,0,0,0,0,0,0,1,0,0
21096,1.0,4,62.9,61.0,3450,1,0,0,0,0,0,0,0,1,0,0,0,0
2874,0.73,5,60.9,57.0,3307,0,0,1,0,0,0,0,0,0,0,1,0,0
17624,0.36,5,62.3,57.0,869,0,0,1,0,0,0,0,0,0,1,0,0,0
25246,0.31,4,61.8,59.0,625,0,0,1,0,0,0,0,0,0,1,0,0,0
16747,1.24,4,62.5,58.0,10033,0,1,0,0,0,0,0,0,0,1,0,0,0
21343,0.46,2,59.9,61.9,1168,0,1,0,0,0,0,0,0,0,1,0,0,0
10559,0.41,4,62.0,58.0,683,0,0,0,0,0,0,0,0,1,0,0,0,0
16391,0.33,3,62.8,58.0,434,0,0,0,0,0,1,0,0,0,1,0,0,0
9080,0.3,3,62.1,61.0,789,0,0,1,0,0,0,0,0,0,0,0,1,0
18858,0.72,5,62.2,57.0,3502,0,0,1,0,0,0,0,0,0,0,0,1,0
24371,0.39,4,58.0,61.0,1290,0,1,0,0,0,0,1,0,0,0,0,0,0
14334,0.56,5,60.1,58.0,1394,0,1,0,0,0,0,0,1,0,0,0,0,0
4093,0.95,5,60.6,57.0,3558,0,0,0,0,0,1,0,0,0,0,0,0,1
19182,1.09,5,62.8,57.0,7292,0,0,1,0,0,0,0,0,0,0,1,0,0
3569,1.02,4,62.5,58.0,3656,0,0,1,0,0,0,0,0,1,0,0,0,0
2211,1.09,5,60.6,57.0,8364,0,0,1,0,0,0,0,0,0,0,0,0,1
11128,0.72,3,63.1,58.0,2246,0,1,0,0,0,0,0,0,1,0,0,0,0
20594,0.57,5,62.0,55.0,2339,0,1,0,0,0,0,0,0,0,0,0,0,1
19579,2.01,3,61.2,60.0,14812,0,0,0,0,0,1,0,0,0,1,0,0,0
6395,0.3,4,62.6,59.0,552,0,0,0,0,0,0,0,1,0,0,0,0,0
11888,0.79,4,62.2,57.0,2555,0,1,0,0,0,0,0,0,1,0,0,0,0
22536,1.09,5,61.2,56.0,7443,1,0,0,0,0,0,0,0,0,0,1,0,0
10045,0.31,3,63.2,54.0,593,0,0,1,0,0,0,0,1,0,0,0,0,0
3641,0.3,4,60.4,59.0,710,0,0,0,0,0,0,0,0,0,0,1,0,0
18207,1.0,1,67.0,54.0,5729,1,0,0,0,0,0,0,0,0,0,1,0,0
4694,0.9,5,61.745146555006194,56.0,3931,0,0,1,0,0,0,0,1,0,0,0,0,0
24693,1.51,5,62.7,56.0,9694,0,0,0,1,0,0,0,1,0,0,0,0,0
25159,1.06,4,61.9,59.0,4372,0,0,0,0,1,0,0,1,0,0,0,0,0
13084,0.55,5,61.7,56.0,1712,0,0,0,0,1,0,0,0,0,0,0,1,0
24991,0.26,3,59.8,61.0,440,0,0,0,1,0,0,0,0,0,0,0,0,1
19248,0.9,2,63.2,62.0,4068,0,0,0,0,0,0,0,1,0,0,0,0,0
17369,0.72,5,61.7,57.0,2594,0,0,0,1,0,0,0,0,0,0,1,0,0
15674,0.45,1,66.3,56.0,1027,0,0,1,0,0,0,0,0,0,1,0,0,0
930,0.71,4,60.3,60.0,2674,1,0,0,0,0,0,0,1,0,0,0,0,0
12122,0.31,2,63.1,56.0,544,0,0,1,0,0,0,0,0,0,0,1,0,0
25842,2.14,4,60.4,59.0,17513,0,0,1,0,0,0,0,0,1,0,0,0,0
13999,1.21,4,62.5,60.0,5871,0,0,0,1,0,0,0,1,0,0,0,0,0
11085,0.9,4,62.7,58.0,5088,0,1,0,0,0,0,0,0,0,1,0,0,0
10635,1.09,3,62.8,56.0,5771,1,0,0,0,0,0,0,1,0,0,0,0,0
26097,0.3,3,61.6,59.0,447,0,0,1,0,0,0,0,1,0,0,0,0,0
14417,2.33,5,62.4,57.0,15073,0,0,0,0,1,0,0,0,0,0,1,0,0
7618,0.32,5,61.8,53.0,516,0,0,0,1,0,0,0,0,0,1,0,0,0
16408,0.72,5,61.9,55.0,2398,1,0,0,0,0,0,0,0,1,0,0,0,0
23488,0.71,5,61.8,55.0,3710,0,1,0,0,0,0,0,0,0,1,0,0,0
26557,1.1,5,61.8,56.0,4962,0,0,0,0,1,0,0,0,0,0,1,0,0
784,0.38,5,61.9,57.0,1176,1,0,0,0,0,0,0,0,0,0,0,0,1
23573,1.01,4,62.9,61.0,7964,1,0,0,0,0,0,0,0,0,1,0,0,0
25082,0.46,2,63.5,57.0,1089,0,0,0,0,1,0,0,0,0,0,0,1,0
2942,1.02,3,60.9,56.0,6432,0,0,1,0,0,0,0,0,0,0,1,0,0
797,1.15,5,61.5,57.0,12193,1,0,0,0,0,0,0,0,0,0,0,0,1
5145,1.0,2,60.7,62.0,8079,0,1,0,0,0,0,0,0,0,0,0,0,1
25544,1.21,5,61.4,58.0,10483,0,0,1,0,0,0,0,0,0,0,0,1,0
1957,0.7,3,59.8,58.0,2335,1,0,0,0,0,0,0,0,1,0,0,0,0
8805,0.4,5,62.5,53.0,662,0,0,0,0,0,1,0,0,0,0,0,0,1
1037,0.91,5,61.7,55.0,3196,0,1,0,0,0,0,0,0,1,0,0,0,0
16141,0.7,4,60.8,58.0,2218,0,0,0,1,0,0,0,0,0,0,1,0,0
10712,0.77,3,63.6,57.0,2915,0,0,1,0,0,0,0,1,0,0,0,0,0
3748,0.24,3,58.5,59.0,552,1,0,0,0,0,0,0,0,0,0,0,0,1
9481,0.4,4,61.4,58.0,982,0,1,0,0,0,0,0,0,0,1,0,0,0
2489,1.3,4,61.0,59.0,10930,0,1,0,0,0,0,0,0,0,1,0,0,0
19498,0.71,4,60.0,58.0,3618,0,0,0,0,0,0,0,0,0,0,0,0,1
21312,0.79,3,63.3,56.3,3138,1,0,0,0,0,0,0,1,0,0,0,0,0
21004,0.51,5,61.9,56.0,1656,1,0,0,0,0,0,0,0,0,0,1,0,0
24099,0.77,5,61.4,55.0,2159,0,0,0,0,0,1,0,0,0,0,1,0,0
9425,0.41,4,60.3,60.0,923,0,0,1,0,0,0,0,1,0,0,0,0,0
5245,0.34,4,61.7,61.0,574,0,1,0,0,0,0,0,0,1,0,0,0,0
2557,0.73,5,61.7,55.0,2453,0,0,0,0,1,0,0,0,0,0,1,0,0
25950,0.7,3,61.3,59.0,2401,0,1,0,0,0,0,0,1,0,0,0,0,0
10171,1.1,1,65.5,57.0,3891,1,0,0,0,0,0,0,1,0,0,0,0,0
14895,0.64,5,60.7,59.0,2224,0,0,0,0,0,0,0,0,0,0,1,0,0
5907,0.76,3,61.5,59.0,3394,0,0,1,0,0,0,0,0,0,0,0,0,1
23298,0.72,5,60.9,56.0,3475,0,0,0,1,0,0,0,0,0,0,0,0,1
22561,0.72,5,61.3,57.0,2654,0,0,0,0,1,0,0,0,0,0,0,1,0
23222,0.73,5,61.7,54.0,3463,0,1,0,0,0,0,0,0,0,0,0,0,1
8777,0.56,3,60.3,57.0,2304,1,0,0,0,0,0,0,0,0,0,0,0,1
24141,0.41,5,61.6,57.0,827,0,0,0,0,1,0,0,0,0,0,0,0,1
15837,0.85,5,59.3,57.0,3924,1,0,0,0,0,0,0,0,0,0,1,0,0
8064,0.3,4,61.9,58.0,675,0,0,1,0,0,0,0,0,0,0,1,0,0
24211,0.81,3,60.3,60.0,2797,1,0,0,0,0,0,0,1,0,0,0,0,0
11751,0.5,2,64.3,54.0,1795,0,0,0,0,0,0,0,0,0,1,0,0,0
5918,1.51,4,62.6,59.0,7292,0,0,0,0,1,0,0,0,1,0,0,0,0
7686,0.72,5,60.3,57.0,2847,1,0,0,0,0,0,0,1,0,0,0,0,0
12192,0.35,4,60.1,62.0,956,0,0,0,1,0,0,0,0,0,0,0,1,0
7202,0.43,4,61.0,57.0,1129,0,1,0,0,0,0,0,0,0,1,0,0,0
16188,0.3,5,60.8,57.0,710,1,0,0,0,0,0,0,0,0,1,0,0,0
21145,0.52,4,62.1,58.0,1577,0,0,1,0,0,0,0,0,0,0,1,0,0
22964,0.54,5,61.0,56.0,1154,0,0,0,1,0,0,0,1,0,0,0,0,0
6460,0.35,5,60.9,57.0,829,0,0,0,0,0,0,0,0,0,0,1,0,0
23335,0.7,5,62.5,56.0,2232,0,0,0,0,1,0,0,0,0,0,1,0,0
19919,0.33,5,61.0,57.0,928,1,0,0,0,0,0,0,0,0,0,1,0,0
18855,0.56,5,61.0,57.0,1978,1,0,0,0,0,0,0,0,0,1,0,0,0
3884,0.55,5,60.9,56.0,1421,0,0,1,0,0,0,0,1,0,0,0,0,0
23656,0.24,3,60.5,59.0,552,0,1,0,0,0,0,0,0,0,0,0,0,1
6132,0.52,3,63.5,58.0,1572,0,0,0,1,0,0,0,0,0,1,0,0,0
22422,0.3,5,61.5,58.0,454,0,0,0,0,1,0,0,0,0,1,0,0,0
7863,1.6,3,61.2,58.6,12378,0,0,0,1,0,0,0,0,0,1,0,0,0
2839,0.3,3,62.8,58.0,605,0,1,0,0,0,0,0,0,0,0,1,0,0
19898,1.51,5,62.1,55.0,14482,0,0,1,0,0,0,0,0,0,0,1,0,0
18500,1.21,4,61.0,56.0,4404,0,0,0,0,1,0,0,1,0,0,0,0,0
25550,0.3,4,63.0,58.0,709,0,0,0,0,0,0,0,1,0,0,0,0,0
7684,1.26,4,62.0,58.0,6068,0,0,0,0,1,0,0,1,0,0,0,0,0
11481,0.9,1,64.7,54.0,3205,0,0,0,0,0,0,0,0,1,0,0,0,0
17394,0.92,5,61.9,57.0,4406,0,0,1,0,0,0,0,0,1,0,0,0,0
16030,0.73,5,62.2,54.0,3301,0,0,0,1,0,0,1,0,0,0,0,0,0
21595,0.63,4,61.3,61.0,2177,0,0,0,1,0,0,0,0,0,0,0,1,0
25129,0.28,3,60.9,59.0,487,1,0,0,0,0,0,0,0,0,1,0,0,0
17814,2.06,4,61.1,57.0,12842,0,0,0,0,1,0,0,0,1,0,0,0,0
9024,0.43,5,61.9,56.0,1169,0,1,0,0,0,0,0,0,0,0,0,0,1
15897,1.2,2,63.6,60.0,4346,0,0,0,0,0,0,0,0,0,0,0,0,0
16026,0.7,5,61.0,55.0,3468,0,1,0,0,0,0,0,0,0,0,1,0,0
15314,1.5,4,62.3,59.0,8431,0,0,0,0,1,0,0,0,0,0,1,0,0
19961,2.01,4,60.1,60.0,17403,0,0,1,0,0,0,0,0,1,0,0,0,0
20010,0.7,3,63.1,56.0,3073,0,0,1,0,0,0,0,0,0,0,0,1,0
2695,1.24,3,60.1,59.0,5783,0,0,0,0,1,0,0,0,0,0,1,0,0
15535,0.78,5,61.9,56.0,3811,0,0,0,0,0,0,0,0,0,0,1,0,0
4284,0.5,3,62.3,59.0,1966,0,0,1,0,0,0,0,0,0,0,0,1,0
16153,0.32,4,61.0,61.0,828,0,1,0,0,0,0,0,0,0,0,1,0,0
11703,0.46,5,62.1,54.7,851,0,1,0,0,0,0,0,0,1,0,0,0,0
5080,0.45,5,61.7,59.0,1013,0,0,0,0,1,0,0,0,0,0,1,0,0
4948,0.51,5,62.5,55.0,1781,1,0,0,0,0,0,0,0,0,0,1,0,0
10847,0.61,4,62.4,59.0,1827,0,0,0,1,0,0,0,0,0,0,0,0,1
21974,1.5,4,60.2,58.0,13720,0,0,1,0,0,0,0,0,0,1,0,0,0
13682,0.73,5,61.4,55.0,3471,1,0,0,0,0,0,0,0,0,1,0,0,0
22275,1.18,5,61.3,55.0,10308,0,0,1,0,0,0,0,0,0,0,0,0,1
7429,1.04,3,61.745146555006194,58.0,8225,0,0,1,0,0,0,1,0,0,0,0,0,0
22662,1.21,3,62.7,57.0,5290,0,1,0,0,0,0,0,0,1,0,0,0,0
23277,2.06,5,62.7,57.0,15970,0,1,0,0,0,0,0,0,1,0,0,0,0
21846,0.71,5,61.5,57.0,2893,0,0,1,0,0,0,0,0,0,0,0,0,1
24820,0.35,3,63.2,57.0,647,0,0,0,1,0,0,0,1,0,0,0,0,0
19306,1.21,4,62.4,56.0,6566,0,0,0,1,0,0,0,1,0,0,0,0,0
22674,0.76,5,61.2,57.0,3384,0,0,0,0,0,0,0,0,0,0,1,0,0
12593,1.11,5,62.5,54.0,6737,1,0,0,0,0,0,0,1,0,0,0,0,0
6247,1.23,5,61.3,54.0,5181,0,0,0,0,0,1,0,1,0,0,0,0,0
2058,1.6,5,61.4,57.0,12681,0,0,0,1,0,0,0,0,0,1,0,0,0
23218,0.38,5,61.9,55.0,969,0,1,0,0,0,0,0,0,0,0,1,0,0
8058,1.18,5,62.2,54.0,9252,0,0,1,0,0,0,0,0,0,0,0,0,1
5274,0.5,4,62.7,56.0,1987,0,1,0,0,0,0,0,0,0,0,0,0,1
5967,0.24,5,61.8,54.0,572,0,1,0,0,0,0,0,0,0,1,0,0,0
24379,1.01,5,60.8,56.0,5939,0,0,0,0,0,0,0,1,0,0,0,0,0
10864,1.21,4,59.7,58.0,4946,0,0,0,0,0,0,0,0,1,0,0,0,0
9155,0.51,4,62.7,59.0,1574,0,0,0,0,0,0,0,1,0,0,0,0,0
25259,0.38,5,61.745146555006194,55.4,714,0,0,0,1,0,0,0,0,0,1,0,0,0
25342,0.5,5,60.6,59.0,1337,1,0,0,0,0,0,0,1,0,0,0,0,0
24718,1.58,5,61.4,56.0,12334,0,0,0,1,0,0,0,0,0,0,1,0,0
23941,0.4,5,61.745146555006194,55.0,725,0,0,0,1,0,0,0,0,0,0,1,0,0
13447,0.35,5,60.8,57.0,906,0,1,0,0,0,0,0,0,0,0,1,0,0
25404,0.8,4,62.9,60.0,3091,1,0,0,0,0,0,0,1,0,0,0,0,0
10417,1.51,2,64.2,61.0,7695,0,1,0,0,0,0,0,0,1,0,0,0,0
20159,2.0,4,59.7,62.0,6344,0,0,0,1,0,0,0,0,0,0,0,0,0
15994,0.74,3,61.9,59.0,3616,1,0,0,0,0,0,0,0,0,0,0,0,1
23678,1.5,4,62.3,57.0,7955,0,0,0,0,1,0,0,1,0,0,0,0,0
18300,1.16,3,62.9,58.0,4586,0,0,0,0,1,0,0,1,0,0,0,0,0
5048,0.4,3,62.3,60.0,850,0,0,0,0,0,0,0,0,0,0,1,0,0
4552,0.3,4,61.4,59.0,675,0,0,0,1,0,0,0,0,0,1,0,0,0
16131,1.11,5,61.7,57.0,4092,0,0,0,0,0,1,0,0,1,0,0,0,0
6071,0.32,5,61.3,55.0,707,0,0,1,0,0,0,0,0,0,1,0,0,0
1447,0.32,5,61.3,56.0,1002,0,1,0,0,0,0,0,0,0,0,0,0,1
21930,0.32,3,63.5,56.0,672,1,0,0,0,0,0,0,1,0,0,0,0,0
1030,2.03,5,60.3,56.0,16224,0,0,1,0,0,0,0,1,0,0,0,0,0
6838,0.7,3,59.4,63.0,2604,0,0,0,0,0,0,0,1,0,0,0,0,0
20708,0.27,3,61.9,58.0,575,1,0,0,0,0,0,0,0,0,0,0,0,1
24760,0.7,4,62.8,57.0,2535,0,0,1,0,0,0,0,0,0,1,0,0,0
22703,1.22,3,59.6,58.0,6419,0,0,0,0,1,0,0,0,0,0,1,0,0
15993,0.53,5,61.2,55.0,1857,0,0,0,0,0,0,0,0,0,0,1,0,0
7398,0.33,4,60.1,59.0,780,0,0,0,0,0,0,0,1,0,0,0,0,0
8287,1.23,4,59.6,58.0,8855,0,1,0,0,0,0,0,0,0,0,1,0,0
15693,0.31,2,63.9,56.0,698,1,0,0,0,0,0,0,1,0,0,0,0,0
15170,0.35,3,61.7,58.0,583,0,1,0,0,0,0,0,1,0,0,0,0,0
2245,0.62,5,61.9,57.0,2508,0,0,0,0,0,0,0,0,0,1,0,0,0
11519,0.52,3,59.2,59.0,1601,1,0,0,0,0,0,0,0,0,0,1,0,0
21819,0.41,3,61.745146555006194,54.0,939,0,0,0,0,0,0,0,0,0,0,1,0,0
1287,0.68,2,58.1,60.0,2074,0,1,0,0,0,0,0,1,0,0,0,0,0
10804,1.51,5,61.6,56.0,14542,0,0,1,0,0,0,0,0,0,1,0,0,0
1011,1.01,4,59.3,59.0,5882,1,0,0,0,0,0,0,0,0,0,1,0,0
11859,0.34,5,61.9,57.0,589,0,0,0,0,1,0,0,1,0,0,0,0,0
18359,0.3,4,62.0,60.0,844,1,0,0,0,0,0,0,0,0,0,1,0,0
20368,0.71,4,62.2,59.0,3101,1,0,0,0,0,0,0,0,0,0,1,0,0
11387,0.3,5,62.4,55.0,826,1,0,0,0,0,0,0,0,0,0,0,1,0
19470,0.73,4,60.5,57.0,2351,0,1,0,0,0,0,0,0,1,0,0,0,0
13457,1.09,5,62.0,55.0,5034,0,0,0,0,0,1,0,0,1,0,0,0,0
24357,1.28,4,62.7,58.0,6580,0,0,0,1,0,0,0,1,0,0,0,0,0
7303,0.41,5,60.4,56.0,1007,0,0,1,0,0,0,0,0,0,0,0,0,1
11607,0.7,3,61.8,59.0,2952,1,0,0,0,0,0,0,0,0,0,1,0,0
21385,0.3,5,61.1,55.0,605,0,0,0,1,0,0,0,0,0,0,0,0,1
23873,0.36,5,61.6,56.0,810,1,0,0,0,0,0,0,1,0,0,0,0,0
8103,0.56,5,61.8,58.0,1119,0,0,0,0,0,1,0,1,0,0,0,0,0
16281,0.41,5,61.6,55.0,1007,0,0,0,0,0,0,0,0,0,0,1,0,0
15079,0.71,5,61.0,56.0,2505,0,0,0,0,0,0,0,0,1,0,0,0,0
25241,1.07,4,62.5,56.0,5764,0,0,0,1,0,0,0,0,0,1,0,0,0
17677,0.38,3,58.8,61.0,871,0,0,0,0,0,0,0,0,0,0,1,0,0
15380,0.92,4,61.2,62.0,4600,1,0,0,0,0,0,0,0,0,0,1,0,0
10358,0.45,2,63.9,57.0,829,1,0,0,0,0,0,0,1,0,0,0,0,0
15203,0.23,5,61.9,54.0,404,0,0,1,0,0,0,0,0,0,1,0,0,0
16905,0.9,3,62.6,61.0,4315,1,0,0,0,0,0,0,1,0,0,0,0,0
5479,0.3,5,60.6,56.0,405,0,0,1,0,0,0,0,0,1,0,0,0,0
2387,0.72,5,62.6,55.0,3275,1,0,0,0,0,0,0,0,0,1,0,0,0
21033,0.32,5,60.2,56.0,842,0,0,1,0,0,0,0,0,0,0,0,1,0
1938,0.53,2,63.8,57.0,1023,0,0,0,0,0,1,0,0,0,0,1,0,0
304,0.42,3,60.9,58.0,910,0,1,0,0,0,0,0,0,0,1,0,0,0
10114,0.71,2,63.5,55.0,2853,0,0,1,0,0,0,0,0,0,1,0,0,0
26439,1.09,3,62.3,59.0,4372,0,0,0,0,0,1,0,0,0,0,1,0,0
25192,0.9,3,61.6,57.0,3581,0,0,0,0,1,0,0,0,0,0,1,0,0
26436,1.49,3,62.5,58.0,7773,0,0,1,0,0,0,0,0,1,0,0,0,0
14239,0.7,1,65.5,57.0,2048,0,0,0,1,0,0,0,1,0,0,0,0,0
17710,1.53,2,63.5,58.0,11303,1,0,0,0,0,0,0,1,0,0,0,0,0
21446,0.48,4,62.5,61.0,1323,1,0,0,0,0,0,0,0,0,0,1,0,0
13748,0.27,5,61.9,55.0,496,0,0,0,1,0,0,0,0,0,0,0,0,1
23935,0.42,4,62.7,58.0,882,0,0,1,0,0,0,0,1,0,0,0,0,0
6498,1.33,5,61.6,57.0,7526,0,0,0,0,1,0,0,1,0,0,0,0,0
12967,0.53,2,63.2,54.0,1141,1,0,0,0,0,0,0,0,1,0,0,0,0
1123,0.35,5,61.8,54.0,945,0,1,0,0,0,0,0,0,0,0,0,1,0
23058,1.51,4,58.4,60.0,7314,0,0,0,0,0,1,0,1,0,0,0,0,0
1205,0.3,4,62.6,58.0,1013,0,0,1,0,0,0,0,0,0,0,0,1,0
16301,1.47,1,65.9,59.0,6108,0,1,0,0,0,0,0,0,1,0,0,0,0
12182,0.56,5,62.8,58.0,1784,1,0,0,0,0,0,0,1,0,0,0,0,0
13965,0.57,5,60.3,57.0,1876,0,0,1,0,0,0,0,0,0,1,0,0,0
24485,0.3,4,62.1,59.0,1130,0,0,0,0,0,0,1,0,0,0,0,0,0
963,0.33,4,62.3,59.0,631,0,0,1,0,0,0,0,1,0,0,0,0,0
11419,2.01,3,64.1,57.0,15145,0,0,0,0,1,0,0,1,0,0,0,0,0
2227,0.44,5,60.9,57.0,1274,1,0,0,0,0,0,0,0,0,0,0,0,1
10260,0.77,5,62.5,56.0,3000,1,0,0,0,0,0,0,1,0,0,0,0,0
7999,0.91,5,61.7,56.0,9636,1,0,0,0,0,0,0,0,0,0,0,1,0
1730,0.33,4,61.9,59.0,868,0,0,1,0,0,0,0,0,0,0,0,1,0
20687,1.01,4,60.8,58.0,6499,0,0,1,0,0,0,0,0,0,1,0,0,0
26056,1.16,5,60.5,57.0,9075,0,0,1,0,0,0,0,0,0,0,0,1,0
24416,0.34,2,63.7,57.0,689,0,0,0,1,0,0,0,0,0,0,1,0,0
12014,1.5,3,62.1,60.0,14256,1,0,0,0,0,0,0,0,0,0,1,0,0
17377,1.53,5,61.5,56.0,12616,0,1,0,0,0,0,0,1,0,0,0,0,0
26706,1.0,2,61.7,62.0,3690,0,0,0,0,0,1,0,1,0,0,0,0,0
80,0.31,3,60.5,57.0,640,0,0,1,0,0,0,0,0,0,1,0,0,0
17093,0.34,5,62.2,55.0,596,0,0,1,0,0,0,0,0,0,0,1,0,0
17101,0.41,5,61.745146555006194,57.0,829,0,0,0,1,0,0,0,0,0,1,0,0,0
18000,0.38,5,60.7,56.0,933,1,0,0,0,0,0,0,0,0,1,0,0,0
8061,2.01,2,60.1,61.0,18374,0,0,1,0,0,0,0,1,0,0,0,0,0
26088,1.21,5,61.1,58.0,8699,0,0,1,0,0,0,0,0,0,1,0,0,0
26815,0.9,3,60.4,58.0,3358,0,0,0,0,0,1,0,0,0,1,0,0,0
11770,1.0,3,64.9,57.0,6818,0,0,1,0,0,0,0,0,0,0,0,0,1
10503,0.51,4,61.4,58.0,1744,0,1,0,0,0,0,0,0,0,1,0,0,0
4806,0.95,3,61.6,56.0,4738,1,0,0,0,0,0,0,1,0,0,0,0,0
12710,0.4,4,61.9,58.0,666,0,0,0,0,0,0,0,0,1,0,0,0,0
12550,0.42,3,60.7,60.0,1066,0,0,0,0,0,0,0,0,0,1,0,0,0
26715,0.37,4,61.4,58.0,1142,0,0,0,0,0,0,0,0,0,0,0,1,0
6578,0.77,4,62.7,58.0,3357,0,1,0,0,0,0,0,0,0,1,0,0,0
23521,0.54,5,61.4,58.0,3139,0,0,0,0,0,0,0,0,0,0,0,1,0
25604,1.25,4,62.2,58.0,5637,0,0,0,0,0,1,0,0,0,1,0,0,0
19761,3.04,4,59.3,60.0,18559,0,0,0,0,1,0,0,0,1,0,0,0,0
23702,0.38,5,61.4,55.0,1300,1,0,0,0,0,0,1,0,0,0,0,0,0
7379,0.63,5,61.2,56.0,3351,0,1,0,0,0,0,0,0,0,0,0,0,1
3823,1.01,4,59.4,57.0,3971,0,0,0,0,1,0,0,0,1,0,0,0,0
21728,1.06,4,62.5,58.0,4719,0,1,0,0,0,0,0,0,1,0,0,0,0
21620,0.32,5,61.8,57.0,720,0,0,1,0,0,0,0,0,0,0,1,0,0
11327,1.51,4,61.2,59.0,7534,0,0,0,1,0,0,0,0,0,0,1,0,0
14226,1.0,3,62.8,60.0,6600,1,0,0,0,0,0,0,0,0,0,1,0,0
2595,0.96,5,61.7,57.0,3858,0,0,1,0,0,0,0,0,1,0,0,0,0
15801,0.32,5,62.8,54.0,828,0,0,1,0,0,0,0,0,0,1,0,0,0
